gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin
4521321168,0,16,3,1,9,1,10,0,0,0,0,18179,7.2,19225,242,60,4869,3243,24.2,1817.9,15,2,0,1,9,0,1,1,0,0,13310,6.4,15982,210,44,-4869,-3243,21.0,1331.0
4489542966,1,17,2,1,6,3,6,0,0,0,0,16372,6.8,17187,191,52,2201,374,19.1,1637.2,13,1,0,3,6,2,0,0,0,0,14171,6.8,16813,187,43,-2201,-374,18.7,1417.1
4523979585,0,13,3,0,3,3,3,0,0,0,0,15006,7.0,18694,230,51,-1271,-366,23.0,1500.6,37,3,1,3,3,3,0,0,0,0,16277,7.2,19060,264,52,1271,366,26.4,1627.7
4520686446,0,15,4,0,6,4,10,1,1,0,0,16386,6.6,17424,216,45,742,-654,21.6,1638.6,19,2,1,4,6,3,0,0,0,0,15644,6.8,18078,255,37,-742,654,25.5,1564.4
4505104958,0,19,1,0,2,3,2,1,1,0,0,14273,6.8,17164,220,40,-814,-418,22.0,1427.3,11,2,1,3,2,2,1,0,1,0,15087,6.6,17582,224,44,814,418,22.4,1508.7
4479318487,1,14,4,0,6,3,6,0,0,0,0,16061,6.8,17186,158,60,1195,538,15.8,1606.1,37,6,1,3,6,1,1,1,0,0,14866,6.6,16648,210,56,-1195,-538,21.0,1486.6
4513212030,1,16,3,1,6,5,5,0,0,0,1,16529,6.8,16649,198,52,1085,775,19.8,1652.9,17,3,0,5,6,8,1,1,0,0,15444,6.4,15874,179,55,-1085,-775,17.9,1544.4
4470842371,0,15,1,0,2,9,2,1,0,1,0,14475,6.6,16283,205,64,-4666,-3086,20.5,1447.5,14,4,1,9,2,9,1,1,0,1,19141,7.2,19369,224,58,4666,3086,22.4,1914.1
4519226800,1,22,3,0,10,4,10,1,1,0,0,17354,7.0,18530,217,57,1743,2124,21.7,1735.4,16,2,1,4,10,4,0,0,0,0,15611,6.8,16406,236,56,-1743,-2124,23.6,1561.1
4459226162,1,12,1,0,6,6,5,0,0,0,0,16296,7.2,18903,216,52,301,872,21.6,1629.6,12,2,1,6,6,5,1,1,0,0,15995,6.8,18031,229,44,-301,-872,22.9,1599.5
4513116527,0,14,7,0,6,6,7,1,0,1,0,15928,6.8,17872,195,43,806,371,19.5,1592.8,15,3,1,6,6,7,1,1,0,0,15122,6.8,17501,200,44,-806,-371,20.0,1512.2
4492904211,1,15,2,1,3,3,3,2,1,1,0,15284,7.2,18267,245,51,-884,-471,24.5,1528.4,17,1,0,3,3,2,0,0,0,0,16168,7.2,18738,227,71,884,471,22.7,1616.8
4521899160,0,19,5,0,7,7,7,1,0,1,0,16956,6.8,18758,223,64,314,611,22.3,1695.6,16,8,1,7,7,7,1,1,0,0,16642,7.2,18147,235,57,-314,-611,23.5,1664.2
4525199033,1,40,2,1,13,6,14,0,0,0,0,18676,7.0,18018,196,44,3188,2289,19.6,1867.6,13,5,0,6,13,5,0,0,0,0,15488,6.4,15729,164,28,-3188,-2289,16.4,1548.8
4484419381,0,12,2,0,7,5,7,0,0,0,0,17235,7.4,19413,251,48,750,867,25.1,1723.5,12,0,1,5,7,8,0,0,0,0,16485,7.2,18546,230,60,-750,-867,23.0,1648.5
4436976598,1,13,2,1,13,6,11,0,0,0,0,18896,7.4,19340,198,55,2663,1537,19.8,1889.6,19,1,0,6,13,5,1,1,0,0,16233,6.8,17803,201,52,-2663,-1537,20.1,1623.3
4489712719,1,17,2,1,11,6,12,0,0,0,0,20012,7.2,19043,231,50,4093,1925,23.1,2001.2,19,1,0,6,11,6,1,1,0,0,15919,6.6,17118,215,42,-4093,-1925,21.5,1591.9
4477060044,0,18,0,0,3,6,2,0,0,0,0,14364,7.0,17602,190,56,-3333,-1389,19.0,1436.4,20,2,1,6,3,6,1,1,0,0,17697,7.2,18991,251,45,3333,1389,25.1,1769.7
4518190301,0,18,1,1,5,6,6,0,0,0,0,16126,7.0,18201,217,52,61,1120,21.7,1612.6,18,4,0,6,5,7,1,1,0,0,16065,6.8,17081,203,52,-61,-1120,20.3,1606.5
4509748129,0,17,4,0,2,5,1,1,1,0,0,14653,6.6,16215,218,52,-1387,-1802,21.8,1465.3,53,5,1,5,2,8,1,0,1,0,16040,6.8,18017,188,61,1387,1802,18.8,1604.0
4478456612,1,40,6,0,4,4,5,0,0,0,0,15894,7.0,18853,223,60,310,536,22.3,1589.4,19,5,1,4,4,4,1,1,0,0,15584,7.0,18317,223,54,-310,-536,22.3,1558.4
4525344847,0,157,5,1,10,10,10,1,1,0,0,16722,6.8,17229,163,47,-790,-1172,16.3,1672.2,17,1,0,10,10,8,1,0,1,0,17512,7.0,18401,207,44,790,1172,20.7,1751.2
4516124063,0,17,3,1,4,10,7,1,1,0,0,14719,6.6,16802,200,40,-2317,-1800,20.0,1471.9,16,2,0,10,4,10,1,0,1,0,17036,7.0,18602,194,45,2317,1800,19.4,1703.6
4524397696,0,14,2,0,3,10,1,0,0,0,0,15827,7.0,17607,245,56,-2683,-2383,24.5,1582.7,20,3,1,10,3,12,1,1,0,0,18510,7.2,19990,234,59,2683,2383,23.4,1851.0
4507115446,1,14,8,0,6,4,11,1,1,0,0,16538,7.2,18707,235,55,1585,1348,23.5,1653.8,14,3,1,4,6,4,0,0,0,0,14953,6.6,17359,189,44,-1585,-1348,18.9,1495.3
4522794083,0,23,5,1,6,7,7,0,0,0,0,16182,6.8,17791,221,49,-95,-1113,22.1,1618.2,18,4,0,7,6,11,1,1,0,0,16277,7.0,18904,216,60,95,1113,21.6,1627.7
4467280497,1,14,1,1,4,3,4,1,1,0,0,16114,7.0,18458,233,58,1694,1199,23.3,1611.4,18,0,0,3,4,3,1,0,1,0,14420,6.6,17259,210,48,-1694,-1199,21.0,1442.0
4518199999,1,14,1,1,6,4,3,1,1,0,0,16434,7.0,18641,228,47,1085,1048,22.8,1643.4,12,2,0,4,6,2,0,0,0,0,15349,6.6,17593,220,48,-1085,-1048,22.0,1534.9
4515393981,1,18,4,1,5,6,6,2,1,1,1,17843,7.0,17948,243,48,1895,-224,24.3,1784.3,14,3,0,6,5,6,0,0,0,0,15948,7.0,18172,207,47,-1895,224,20.7,1594.8
4520362775,0,18,2,0,11,9,16,0,0,0,0,18557,7.2,18792,192,44,524,478,19.2,1855.7,17,1,1,9,11,7,1,1,0,0,18033,7.0,18314,213,48,-524,-478,21.3,1803.3
4517491140,0,16,4,1,11,6,15,2,1,1,0,17816,7.4,18626,209,40,1488,1092,20.9,1781.6,58,1,0,6,11,9,0,0,0,0,16328,7.0,17534,225,48,-1488,-1092,22.5,1632.8
4515391813,0,16,1,0,6,5,9,0,0,0,0,16275,7.2,18687,209,46,-184,57,20.9,1627.5,10,6,1,5,6,3,1,1,0,0,16459,7.2,18630,250,60,184,-57,25.0,1645.9
4519278767,1,34,6,1,8,1,11,1,0,1,0,18237,7.4,19105,221,57,4824,2940,22.1,1823.7,19,1,0,1,8,2,0,0,0,0,13413,6.4,16165,179,55,-4824,-2940,17.9,1341.3
4507906686,0,12,3,0,3,9,0,0,0,0,0,14502,6.8,17558,213,40,-3041,-1317,21.3,1450.2,15,3,1,9,3,7,2,1,1,0,17543,7.0,18875,223,50,3041,1317,22.3,1754.3
4457344340,0,19,2,0,5,6,4,1,0,1,0,16416,6.8,18647,253,44,-205,-41,25.3,1641.6,12,4,1,6,5,7,1,1,0,0,16621,7.0,18688,239,40,205,41,23.9,1662.1
4518248873,0,11,2,0,6,9,8,0,0,0,0,16328,6.8,17459,221,40,-1325,-959,22.1,1632.8,14,1,1,9,6,8,1,1,0,0,17653,7.2,18418,234,60,1325,959,23.4,1765.3
4472589919,0,20,4,0,7,5,6,0,0,0,0,16549,7.2,18284,205,59,611,1342,20.5,1654.9,19,2,1,5,7,9,1,1,0,0,15938,6.8,16942,203,44,-611,-1342,20.3,1593.8
4472664560,1,17,1,1,6,6,8,1,1,0,0,16527,7.0,18240,225,59,-484,-1416,22.5,1652.7,13,1,0,6,6,5,0,0,0,0,17011,7.4,19656,221,67,484,1416,22.1,1701.1
4509440283,1,56,2,1,7,8,7,2,1,1,0,15843,6.8,17154,190,44,-1799,-1304,19.0,1584.3,17,3,0,8,7,15,0,0,0,0,17642,6.8,18458,196,48,1799,1304,19.6,1764.2
4472899697,0,13,2,1,5,6,2,0,0,0,0,15470,6.8,17451,211,44,-522,-577,21.1,1547.0,41,2,0,6,5,4,1,1,0,0,15992,7.0,18028,209,52,522,577,20.9,1599.2
4479961520,1,14,2,0,5,4,4,0,0,0,0,16656,7.2,18582,252,42,930,275,25.2,1665.6,13,3,1,4,5,6,0,0,0,0,15726,7.2,18307,205,48,-930,-275,20.5,1572.6
4449297701,0,17,3,0,3,13,1,0,0,0,0,13428,6.0,14121,167,46,-5668,-4786,16.7,1342.8,17,5,1,13,3,10,1,1,0,0,19096,7.0,18907,218,44,5668,4786,21.8,1909.6
4486617771,0,14,0,0,4,6,5,0,0,0,0,15908,7.0,18133,218,68,-1345,169,21.8,1590.8,48,1,1,6,4,9,1,1,0,0,17253,6.8,17964,220,68,1345,-169,22.0,1725.3
4523893279,0,15,2,0,5,10,8,1,1,0,0,15269,6.6,16739,194,37,-2793,-1055,19.4,1526.9,15,1,1,10,5,13,0,0,0,0,18062,6.8,17794,204,45,2793,1055,20.4,1806.2
4519483383,1,9,3,1,6,7,6,1,0,1,0,16317,7.0,18679,204,71,-713,103,20.4,1631.7,84,4,0,7,6,5,1,1,0,0,17030,6.8,18576,212,52,713,-103,21.2,1703.0
4489107680,0,17,3,1,8,7,9,0,0,0,0,17164,7.0,18932,222,55,525,902,22.2,1716.4,17,0,0,7,8,7,0,0,0,0,16639,6.8,18030,215,55,-525,-902,21.5,1663.9
4521259209,1,13,2,0,5,6,4,1,1,0,0,15596,7.0,17998,198,44,-305,-474,19.8,1559.6,25,2,1,6,5,7,0,0,0,0,15901,7.0,18472,199,40,305,474,19.9,1590.1
4517634748,1,14,5,1,9,2,13,1,1,0,0,18081,7.2,19648,214,57,4233,3106,21.4,1808.1,19,2,0,2,9,2,0,0,0,0,13848,6.6,16542,193,45,-4233,-3106,19.3,1384.8
4510696866,0,16,2,0,5,4,7,0,0,0,0,15577,6.8,17244,207,48,124,-46,20.7,1557.7,23,3,1,4,5,5,2,1,1,0,15453,6.8,17290,220,52,-124,46,22.0,1545.3
4526149892,1,19,5,1,12,3,6,1,1,0,0,19154,7.4,20112,258,63,5664,6002,25.8,1915.4,16,4,0,3,12,2,1,0,1,0,13490,6.0,14110,179,32,-5664,-6002,17.9,1349.0
4486987445,0,16,2,0,3,3,2,1,0,1,0,15416,6.8,17935,228,61,450,-9,22.8,1541.6,12,2,1,3,3,5,0,0,0,0,14966,6.8,17944,220,53,-450,9,22.0,1496.6
4513636712,0,18,2,0,3,11,1,0,0,0,0,13602,6.4,15564,170,44,-5088,-2609,17.0,1360.2,13,3,1,11,3,16,1,1,0,0,18690,7.2,18173,231,48,5088,2609,23.1,1869.0
4521789361,1,19,1,1,11,1,11,0,0,0,0,18622,7.2,19365,245,50,5269,3577,24.5,1862.2,36,1,0,1,11,1,0,0,0,0,13353,6.6,15788,189,45,-5269,-3577,18.9,1335.3
4522145954,0,10,4,0,1,6,0,1,1,0,0,13480,6.4,16396,215,52,-3137,-2097,21.5,1348.0,22,1,1,6,1,10,0,0,0,0,16617,7.0,18493,233,49,3137,2097,23.3,1661.7
4472752313,0,9,3,0,5,6,3,0,0,0,1,17670,7.0,19067,253,56,1191,1276,25.3,1767.0,11,1,1,6,5,5,1,1,0,0,16479,6.8,17791,166,67,-1191,-1276,16.6,1647.9
4502288347,1,102,2,1,6,7,3,1,1,0,0,17303,7.0,18417,224,52,572,417,22.4,1730.3,13,12,0,7,6,7,0,0,0,0,16731,7.0,18000,205,60,-572,-417,20.5,1673.1
4508386136,1,23,3,0,3,4,4,0,0,0,0,15031,6.8,16824,202,55,-330,-142,20.2,1503.1,17,1,1,4,3,5,1,0,1,0,15361,6.6,16966,215,46,330,142,21.5,1536.1
4525363393,0,12,4,0,4,8,5,1,0,1,0,15384,6.8,17460,211,44,-1817,-1035,21.1,1538.4,17,0,1,8,4,6,1,1,0,0,17201,7.0,18495,240,48,1817,1035,24.0,1720.1
4502088283,1,44,4,0,5,5,5,0,0,0,0,15810,7.2,18914,208,56,-866,388,20.8,1581.0,16,15,1,5,5,3,1,1,0,0,16676,6.8,18526,253,51,866,-388,25.3,1667.6
4488919662,1,15,3,1,4,6,4,1,1,0,0,15289,6.4,16346,193,52,-282,-740,19.3,1528.9,38,1,0,6,4,6,0,0,0,0,15571,6.8,17086,197,34,282,740,19.7,1557.1
4512943729,0,25,4,0,3,6,1,0,0,0,0,15101,7.0,18480,226,66,-1972,-717,22.6,1510.1,16,3,1,6,3,4,1,1,0,0,17073,7.2,19197,263,64,1972,717,26.3,1707.3
4521295161,1,18,3,1,8,8,11,1,1,0,0,18623,7.2,17867,229,60,914,34,22.9,1862.3,13,2,0,8,8,9,0,0,0,0,17709,7.0,17833,237,42,-914,-34,23.7,1770.9
4518043689,1,15,3,1,9,12,15,0,0,0,0,18458,7.0,18924,243,42,-913,-192,24.3,1845.8,18,3,0,12,9,20,0,0,0,0,19371,7.2,19116,231,52,913,192,23.1,1937.1
4467610572,0,15,4,1,5,4,6,1,0,1,0,16457,7.0,18669,229,60,1023,1754,22.9,1645.7,19,2,0,4,5,7,0,0,0,0,15434,6.6,16915,219,53,-1023,-1754,21.9,1543.4
4527280212,1,44,4,1,12,3,14,0,0,0,0,18631,7.4,19460,245,42,4089,3372,24.5,1863.1,15,6,0,3,12,4,1,1,0,0,14542,6.4,16088,193,60,-4089,-3372,19.3,1454.2
4516919746,1,122,3,1,9,1,10,2,1,1,0,18269,7.2,19659,229,68,3933,2922,22.9,1826.9,14,3,0,1,9,1,0,0,0,0,14336,6.4,16737,233,40,-3933,-2922,23.3,1433.6
4505863838,1,14,4,1,11,3,12,1,1,0,0,17317,7.0,18842,226,40,2022,970,22.6,1731.7,122,2,0,3,11,2,0,0,0,0,15295,6.8,17872,242,50,-2022,-970,24.2,1529.5
4451637903,1,17,5,1,3,1,2,0,0,0,0,15624,6.8,17633,233,56,1579,893,23.3,1562.4,17,3,0,1,3,1,2,1,1,0,14045,6.6,16740,222,64,-1579,-893,22.2,1404.5
4525766056,1,23,2,1,6,3,7,1,1,0,0,16600,7.2,18185,238,53,1825,996,23.8,1660.0,17,3,0,3,6,4,0,0,0,0,14775,6.8,17189,228,39,-1825,-996,22.8,1477.5
